gene	transcript	cell_lines	overall_direction	myeloid_direction	myeloid_corr	myeloid_pval	myeloid_n	cns_direction	cns_corr	cns_pval	cns_n
DDB1	DDB1 (ENST00000301764)	Both	positive (concordant)	positive	0.3418980429098709	0.044402039166506875	72	positive	0.3207399904673766	0.003304699059203263	173
DDX17	DDX17 (ENST00000403230)	Both	positive (concordant)	positive	0.3690111603471179	0.0291496616570014	72	positive	0.36713957377999923	6.916745553994156e-4	173
DDX18	DDX18 (ENST00000263239)	Both	positive (concordant)	positive	0.452475547521537	0.0063502574063936485	72	positive	0.3089027545249276	0.004747291998781922	173
DDX19A	DDX19A (ENST00000562140)	Both	positive (concordant)	positive	0.4996653240086303	0.00224241114438843	72	positive	0.4368580023986557	4.072081105700269e-5	173
DDX27	DDX27 (ENST00000484427)	Both	positive (concordant)	positive	0.4126716897519584	0.013753219785403737	72	positive	0.3846571940639688	3.596228356527995e-4	173
DDX39B	DDX39B (ENST00000431908)	Both	positive (concordant)	positive	0.448959840230969	0.006823782261434351	72	positive	0.3153047179340457	0.003909654157393028	173
DDX5	DDX5 (ENST00000540698)	Both	positive (concordant)	positive	0.42937281464397836	0.010053041007441045	72	positive	0.3003158008360777	0.006119463200848366	173
DDX5	DDX5 (ENST00000581693)	Both	positive (concordant)	positive	0.35473465495693707	0.03653126546039333	72	positive	0.39699033990827837	2.2190200860034375e-4	173
DDX50P1	DDX50P1 (ENST00000438163)	Both	positive (concordant)	positive	0.4197087330667179	0.012074187534409794	72	positive	0.35269241571598253	0.0011546982140490593	173
DEPDC5	DEPDC5 (ENST00000469974)	Both	positive (concordant)	positive	0.3496226716537811	0.039517565157516074	72	positive	0.3058975902553486	0.005192783537878045	173
DGCR8	DGCR8 (ENST00000351989)	Both	positive (concordant)	positive	0.34968289821473264	0.039481266608356554	72	positive	0.31387769093159007	0.004084019020306114	173
DHDDS	DHDDS (ENST00000531955)	Both	positive (concordant)	positive	0.34613924099523796	0.04166343455461978	72	positive	0.3293406928486279	0.0025169965810894787	173
DHX15	DHX15 (ENST00000336812)	Both	positive (concordant)	positive	0.3867197035711001	0.021740175482822012	72	positive	0.3068378407845471	0.005049572745923513	173
DHX30	DHX30 (ENST00000441384)	Both	positive (concordant)	positive	0.5044029656747744	0.0020032186671085144	72	positive	0.32186309146454295	0.003190664760192724	173
DHX38	DHX38 (ENST00000268482)	Both	positive (concordant)	positive	0.3423513952568	0.04410256556767597	72	positive	0.33679358426218015	0.001975455113416136	173
DHX38	DHX38 (ENST00000563650)	Both	positive (concordant)	positive	0.36594106287093947	0.030623771000197874	72	positive	0.36127944395005823	8.539442666754342e-4	173
DIS3	DIS3 (ENST00000545453)	Both	positive (concordant)	positive	0.39298158661372495	0.01952714334160597	72	positive	0.34628113923756493	0.0014386669832488009	173
DNAJB1	DNAJB1 (ENST00000254322)	Both	positive (concordant)	positive	0.44185140225344555	0.00787419653920321	72	positive	0.3195307807366564	0.003431535105063674	173
DNAJB4	DNAJB4 (ENST00000487931)	Both	positive (concordant)	positive	0.4740158272640323	0.004020095128749465	72	positive	0.4395446275367404	3.604167484252931e-5	173
DNAJC21	DNAJC21 (ENST00000512136)	Both	positive (concordant)	positive	0.4261392405126869	0.010694657830825923	72	positive	0.32017666071079276	0.0033632569554327162	173
DNAJC24	DNAJC24 (ENST00000529086)	Both	positive (concordant)	positive	0.4770959623595119	0.0037566566932972483	72	positive	0.355026616491822	0.0010646501059926577	173
DNMT1	DNMT1 (ENST00000677013)	Both	positive (concordant)	positive	0.35237217154320255	0.03788774153150223	72	positive	0.30855095218449285	0.004797627836845887	173
DNTTIP2	DNTTIP2 (ENST00000359208)	Both	positive (concordant)	positive	0.42111185428124753	0.011761007560759198	72	positive	0.30870461410755745	0.0047755839197493434	173
DPH3	DPH3 (ENST00000383775)	Both	positive (concordant)	positive	0.33500948844817124	0.04915707348321315	72	positive	0.33458872758345753	0.0021235508276023023	173
DPM1	DPM1 (ENST00000682713)	Both	positive (concordant)	positive	0.3965107399248017	0.01836483531427	72	positive	0.32027790368396514	0.003352664958537131	173
DSC2	DSC2 (ENST00000280904)	Both	positive (concordant)	positive	0.3533835633577912	0.0373021105914462	72	positive	0.3286686546568466	0.002571839667336774	173
DTYMK	DTYMK (ENST00000432348)	Both	positive (concordant)	positive	0.35872010296412693	0.034332513657374095	72	positive	0.30496407436269724	0.0053385186461329575	173
DYNC1H1	DYNC1H1 (ENST00000681536)	Both	positive (concordant)	positive	0.3395816664604292	0.04595781463940934	72	positive	0.3114822289864441	0.004392322735467597	173
DYNC1LI1	DYNC1LI1 (ENST00000481915)	Both	positive (concordant)	positive	0.4347472049188551	0.009058927148141306	72	positive	0.35130685713010534	0.0012113618076742463	173
DYNC1LI2	DYNC1LI2 (ENST00000258198)	Both	positive (concordant)	positive	0.36487769286059263	0.031148361723069257	72	positive	0.3560287794536435	0.0010279830566570836	173
EBAG9	EBAG9 (ENST00000527709)	Both	positive (concordant)	positive	0.38768664891076	0.02138545286570066	72	positive	0.30756675701298647	0.004940972286382577	173
ECT2	ECT2 (ENST00000232458)	Both	positive (concordant)	positive	0.34457477681557047	0.04265730475136368	72	positive	0.3147929950247989	0.003971402263858127	173
EDC4	EDC4 (ENST00000572221)	Both	positive (concordant)	positive	0.4439983096808752	0.007543308186881289	72	positive	0.35342841799177604	0.0011255862649176124	173
EEF1B2	EEF1B2 (ENST00000429769)	Both	positive (concordant)	positive	0.3713080209920394	0.028085321607902645	72	positive	0.3931079264402581	2.588536201053886e-4	173
EFCAB14	EFCAB14 (ENST00000479745)	Both	positive (concordant)	positive	0.40551593335409436	0.0156579586079955	72	positive	0.3147058306878203	0.003982006283204775	173
EIF1AD	EIF1AD (ENST00000527249)	Both	positive (concordant)	positive	0.439140414862745	0.0083096608876366	72	positive	0.39257313119415504	2.643653028104576e-4	173
EIF1AD	EIF1AD (ENST00000533544)	Both	positive (concordant)	positive	0.5618376787343117	4.4459716797969827e-4	72	positive	0.3244408908524441	0.002942126021878249	173
EIF2B1	EIF2B1 (ENST00000452159)	Both	positive (concordant)	positive	0.45255189901492465	0.006340294777414511	72	positive	0.30264960415073183	0.005715580712351074	173
EIF2B4	EIF2B4 (ENST00000475582)	Both	positive (concordant)	positive	0.3941449216102697	0.019137421169056812	72	positive	0.34141140844539136	0.0016950174290139748	173
EIF4A1	EIF4A1 (ENST00000578495)	Both	positive (concordant)	positive	0.3513081905506134	0.03851184859612934	72	positive	0.3062287548752565	0.005141937899871189	173
EIF4ENIF1	EIF4ENIF1 (ENST00000330125)	Both	positive (concordant)	positive	0.4706498099118669	0.004326120832349271	72	positive	0.3133917658251405	0.0041449540364623325	173
EIF4G1	EIF4G1 (ENST00000350481)	Both	positive (concordant)	positive	0.3532920236233928	0.03735481103662763	72	positive	0.3754654666940642	5.091807956529919e-4	173
ELP1	ELP1 (ENST00000675877)	Both	positive (concordant)	positive	0.3767594083015041	0.025686567986253815	72	positive	0.3357762014914412	0.002042594336823915	173
EMC3	EMC3 (ENST00000429759)	Both	positive (concordant)	positive	0.3437586641611552	0.04318329888440428	72	positive	0.317390349247917	0.0036667425295608905	173
EML3	EML3 (ENST00000494448)	Both	positive (concordant)	positive	0.4471356439265231	0.0070811782628225715	72	positive	0.32001240794852626	0.003380504607242499	173
ENDOV	ENDOV (ENST00000518901)	Both	discordant	negative	-0.37251235423653234	0.02754013808602781	72	positive	0.39272502798714976	2.6278895790703106e-4	173
ENY2	ENY2 (ENST00000517350)	Both	positive (concordant)	positive	0.37837591222204287	0.025008661821332552	72	positive	0.32119572459444096	0.003257994129628939	173
EP300	EP300 (ENST00000674155)	Both	positive (concordant)	positive	0.3657402648322303	0.030722272451876736	72	positive	0.3485870228591765	0.0013299767417708484	173
EPB41L4A-AS1	EPB41L4A-AS1 (ENST00000427306)	Both	negative (concordant)	negative	-0.43423129884565326	0.009150574651022472	72	negative	-0.30721788427805846	0.004992689166856245	173
EPC2	EPC2 (ENST00000258484)	Both	positive (concordant)	positive	0.5252813457484526	0.0011948225292212147	72	positive	0.3898289708563747	2.943835287444363e-4	173
ERAL1	ERAL1 (ENST00000412138)	Both	positive (concordant)	positive	0.4442169952436639	0.007510280599664567	72	positive	0.3182057302521647	0.003575497889022804	173
ERCC5	ERCC5 (ENST00000481099)	Both	positive (concordant)	positive	0.3759974941657382	0.026011302951555886	72	positive	0.36784120464162123	6.742600803775812e-4	173
ESCO1	ESCO1 (ENST00000269214)	Both	positive (concordant)	positive	0.49859937611067184	0.002299542769218969	72	positive	0.37446801578297645	5.284407669077206e-4	173
ESS2	ESS2 (ENST00000252137)	Both	positive (concordant)	positive	0.5197710454283518	0.0013737950782483806	72	positive	0.3242697027871416	0.002958077261959317	173
ESYT1	ESYT1 (ENST00000551112)	Both	positive (concordant)	positive	0.44318109197149486	0.007667831749161078	72	positive	0.33459411937446604	0.0021231768090021774	173
ETV5	ETV5 (ENST00000484223)	Both	positive (concordant)	positive	0.3643150050596011	0.031428912354063816	72	positive	0.30028596728853646	0.006124785324557853	173
EWSR1	EWSR1 (ENST00000406548)	Both	positive (concordant)	positive	0.3527444066783952	0.03767134346428053	72	positive	0.35889854633848384	9.292369627740878e-4	173
EWSR1	EWSR1 (ENST00000437155)	Both	positive (concordant)	positive	0.3382552848911314	0.046868190796350725	72	positive	0.3020056774266147	0.005824591101374457	173
Expression	Expression Public 23Q2	Both	positive (concordant)	positive	0.49785391539325446	0.0023402484457678585	72	positive	0.5934595089779262	4.209017613867003e-9	173
FAM126B	FAM126B (ENST00000418596)	Both	positive (concordant)	positive	0.5516756987749352	5.919199997715928e-4	72	positive	0.39998585714496654	1.96782124353286e-4	173
FAM32A	FAM32A (ENST00000588367)	Both	positive (concordant)	positive	0.3682008310905588	0.029532965597377295	72	positive	0.4318767582177641	5.092513385184766e-5	173
FAM76B	FAM76B (ENST00000358780)	Both	positive (concordant)	positive	0.4947658391927531	0.002515645684814177	72	positive	0.3345438872903602	0.00212666361288234	173
FANCB	FANCB (ENST00000324138)	Both	positive (concordant)	positive	0.4925113467211044	0.002650831958221731	72	positive	0.33806486241742023	0.0018943568789084406	173
FASTKD2	FASTKD2 (ENST00000487777)	Both	positive (concordant)	positive	0.3961795652565992	0.018471391264158418	72	positive	0.3687197390134042	6.530189190071945e-4	173
FASTKD3	FASTKD3 (ENST00000507036)	Both	positive (concordant)	positive	0.5632774628773313	4.266101818959379e-4	72	positive	0.3458847308029958	0.0014581411217942071	173
FBRS	FBRS (ENST00000570170)	Both	positive (concordant)	positive	0.4548259016656279	0.006049658097995137	72	positive	0.34954643705174004	0.0012869860592560594	173
FBXL3	FBXL3 (ENST00000355619)	Both	positive (concordant)	positive	0.34814124991610507	0.0404189542978378	72	positive	0.4064632423008111	1.5116934311166662e-4	173
FBXL3	FBXL3 (ENST00000477982)	Both	positive (concordant)	positive	0.3830673193871861	0.023124388951604704	72	positive	0.37205689007298515	5.777793466188716e-4	173
FBXO38	FBXO38 (ENST00000340253)	Both	positive (concordant)	positive	0.4407719164668172	0.008045200278826643	72	positive	0.3990919740752908	2.0398905970313552e-4	173
FBXO38	FBXO38 (ENST00000504971)	Both	positive (concordant)	positive	0.4500825485746218	0.0066693847954429255	72	positive	0.31193885386465636	0.004332004895593836	173
FBXO5	FBXO5 (ENST00000367241)	Both	positive (concordant)	positive	0.35302827901849454	0.03750698965401542	72	positive	0.337894995594119	0.0019050166122354048	173
FBXO7	FBXO7 (ENST00000452138)	Both	positive (concordant)	positive	0.438048330947938	0.008490796009014251	72	positive	0.3130038771969772	0.004194174711593722	173
FCSK	FCSK (ENST00000571487)	Both	positive (concordant)	positive	0.4166498211777083	0.012781436135010503	72	positive	0.3157061746423007	0.0038618118896359735	173
FGD5-AS1	FGD5-AS1 (ENST00000665449)	Both	positive (concordant)	positive	0.45086913949418234	0.0065630030520488795	72	positive	0.45991823357622946	1.3802428224884925e-5	173
FNDC3A	FNDC3A (ENST00000398316)	Both	positive (concordant)	positive	0.4360514591169079	0.008830711482491493	72	positive	0.3346289909092889	0.002120759265617664	173
FUBP1	FUBP1 (ENST00000370768)	Both	positive (concordant)	positive	0.5063822491708924	0.0019100965669473992	72	positive	0.3056590231547576	0.005229687809732453	173
FXR1	FXR1 (ENST00000461044)	Both	positive (concordant)	positive	0.512861298605359	0.0016312276757133861	72	positive	0.365573767885763	7.320258924973493e-4	173
G3BP2	G3BP2 (ENST00000359707)	Both	positive (concordant)	positive	0.35982915556317624	0.03374021775683339	72	positive	0.310812143672188	0.004482189790377731	173
G3BP2	G3BP2 (ENST00000679329)	Both	positive (concordant)	positive	0.433728239837302	0.009240698456401982	72	positive	0.4291227220424367	5.754117607780752e-5	173
GABARAPL2	GABARAPL2 (ENST00000565985)	Both	positive (concordant)	positive	0.4332574360147691	0.009325726606267164	72	positive	0.3059580129822634	0.005183473378478131	173
GABPB1	GABPB1 (ENST00000220429)	Both	positive (concordant)	positive	0.3988934162855817	0.017613226383878435	72	positive	0.3336163280596901	0.0021919816660039082	173
GABPB1	GABPB1 (ENST00000558970)	Both	positive (concordant)	positive	0.35516629038881786	0.036287747854430404	72	positive	0.30048651073600535	0.006089088102059474	173
GABRD	GABRD (ENST00000638604)	Both	discordant	positive	0.3424779548540767	0.04401925425121694	72	negative	-0.3355063172121459	0.002060745865808066	173
GADL1	GADL1 (ENST00000282538)	Both	discordant	positive	0.3517038361696712	0.03827880611337168	72	negative	-0.3948008753531723	2.4209513573248342e-4	173
GARS1	GARS1 (ENST00000675859)	Both	positive (concordant)	positive	0.33782310306563146	0.04716792856560972	72	positive	0.30438068629717174	0.005431423000429849	173
GCC2	GCC2 (ENST00000309863)	Both	positive (concordant)	positive	0.3658479406040887	0.030669419915010522	72	positive	0.38621541808567694	3.3869172458786395e-4	173
GDAP2	GDAP2 (ENST00000369443)	Both	positive (concordant)	positive	0.35860425494783654	0.03439486851537938	72	positive	0.3543372271745727	0.0010905582084230038	173
GEN1	GEN1 (ENST00000381254)	Both	positive (concordant)	positive	0.35578107718987245	0.03594317998475034	72	positive	0.3234747537118424	0.0030331693402290997	173
GET3	GET3 (ENST00000590633)	Both	positive (concordant)	positive	0.4163610584459319	0.012849969531674938	72	positive	0.3017796362521972	0.005863291368528344	173
GFM1	GFM1 (ENST00000264263)	Both	positive (concordant)	positive	0.374361973378724	0.026719812804210947	72	positive	0.35127425645826515	0.001212724864605781	173
GFOD2	GFOD2 (ENST00000268797)	Both	positive (concordant)	positive	0.3775915093787466	0.025335745351198834	72	positive	0.34683274405198833	0.0014119598702515806	173
GFOD2	GFOD2 (ENST00000602279)	Both	positive (concordant)	positive	0.5235002085063192	0.0012502852725529538	72	positive	0.3411780823733007	0.0017082758152880183	173
GGA1	GGA1 (ENST00000489772)	Both	positive (concordant)	positive	0.3581574102654555	0.03463624612909577	72	positive	0.3016634532604439	0.005883271267788744	173
GGNBP2	GGNBP2 (ENST00000611219)	Both	positive (concordant)	positive	0.37618826337451405	0.02592967949372006	72	positive	0.32890061738533855	0.0025527898939530715	173
GID4	GID4 (ENST00000376345)	Both	discordant	positive	0.4456787505495059	0.007292673253062953	72	negative	-0.302908009612171	0.005672345298154652	173
GLS	GLS (ENST00000409626)	Both	positive (concordant)	positive	0.34477895148393245	0.04252652287039287	72	positive	0.31397031162518924	0.004072495306320679	173
GNL3	GNL3 (ENST00000474423)	Both	positive (concordant)	positive	0.33476630448357536	0.04933210126044403	72	positive	0.4506715099970193	2.1500282484963753e-5	173
GOLGA2	GOLGA2 (ENST00000490257)	Both	positive (concordant)	positive	0.36973974306347845	0.02880851950111721	72	positive	0.33534241488666044	0.0020718401198483224	173
GORASP2	GORASP2 (ENST00000234160)	Both	positive (concordant)	positive	0.33626915814829594	0.048258383107840704	72	positive	0.3857593354527523	3.446993398002524e-4	173
GOSR2	GOSR2 (ENST00000575949)	Both	positive (concordant)	positive	0.3967525172609015	0.018287367447495123	72	positive	0.3102823397962958	0.004554396364529861	173
GPAT3	GPAT3 (ENST00000264409)	Both	discordant	negative	-0.37761134616928893	0.025327430442241693	72	positive	0.3061673076337951	0.005151338766842251	173
GPATCH11	GPATCH11 (ENST00000674370)	Both	positive (concordant)	positive	0.4262422385164373	0.010673698069635829	72	positive	0.4271487929942227	6.276516855265546e-5	173
